Time Start, Time End, x, y, Qx, Qy
1670599152408, 1670599152433, 1025.9364668631322, -26.387019589758523, 1020.0, 0.0
1670599152439, 1670599152471, 1010.5860371283868, -23.86850503612625, 1020.0, 0.0
1670599152478, 1670599152502, 1005.4692272168049, -23.029000184915493, 1020.0, 0.0
1670599152524, 1670599152528, 1002.910822261014, -22.609247759310115, 1020.0, 0.0
1670599152537, 1670599152553, 996.908689287422, -20.891231088710533, 1020.0, 0.0
1670599152565, 1670599152582, 992.9072673050274, -19.745886641644145, 1020.0, 0.0
1670599152596, 1670599152613, 987.5394905076743, -21.51998784365614, 960.0, 0.0
1670599152621, 1670599152633, 981.2000244060523, -21.816166576198285, 960.0, 0.0
1670599152646, 1670599152680, 976.2693285492351, -22.046527812619956, 960.0, 0.0
1670599152682, 1670599152701, 972.3247718637814, -22.230816801757292, 960.0, 0.0
1670599152706, 1670599152716, 969.0974073029556, -22.381598701960566, 960.0, 0.0
1670599152736, 1670599152763, 966.0128005323261, -19.17492467398644, 960.0, 0.0
1670599152764, 1670599152790, 963.4027486494856, -16.461585111854482, 960.0, 0.0
1670599152792, 1670599152839, 961.1655613213367, -14.135865487169948, 960.0, 0.0
1670599152848, 1670599152861, 959.226665636941, -12.120241812443352, 960.0, 0.0
1670599152871, 1670599152880, 952.9697095830921, -9.287874530877518, 960.0, 0.0
1670599152894, 1670599152912, 948.7053516812508, -5.599714754315148, 960.0, 0.0
1670599152918, 1670599152940, 944.4409937794095, -1.9115549777527776, 960.0, 0.0
1670599152945, 1670599152965, 940.1389295716226, 2.064680835070746, 960.0, 0.0
1670599152971, 1670599152991, 936.3254216039829, 5.588049419581352, 960.0, 0.0
1670599152997, 1670599153020, 932.5119136363431, 9.111418004091957, 960.0, 0.0
1670599153026, 1670599153032, 930.8700346065621, 13.80862745513109, 960.0, 0.0
1670599153038, 1670599153068, 930.4702007292929, 19.074417261001262, 960.0, 0.0
1670599153073, 1670599153082, 930.0703668520235, 24.340207066871436, 960.0, 0.0
1670599153094, 1670599153114, 929.6705329747543, 29.60599687274161, 900.0, 0.0
1670599153120, 1670599153138, 929.2706990974851, 34.871786678611784, 900.0, 60.0
1670599153144, 1670599153164, 929.1869742628357, 37.47171599530047, 900.0, 60.0
1670599153169, 1670599153192, 929.1032494281864, 40.07164531198916, 900.0, 60.0
1670599153197, 1670599153254, 931.3820294977291, 45.19029306509159, 960.0, 60.0
1670599153266, 1670599153319, 933.6608095672719, 50.308940818194024, 960.0, 60.0
1670599153321, 1670599153342, 935.9395896368146, 55.427588571296454, 960.0, 60.0
1670599153344, 1670599153367, 938.2724955189827, 59.354641888918046, 960.0, 60.0
1670599153374, 1670599153404, 941.1121677016534, 63.909586660247356, 960.0, 60.0
1670599153410, 1670599153433, 943.9895461902697, 68.17645539531551, 960.0, 60.0
1670599153439, 1670599153469, 948.9570622057171, 71.17466363881945, 960.0, 60.0
1670599153473, 1670599153527, 953.9245782211643, 74.1728718823234, 960.0, 60.0
1670599153532, 1670599153577, 957.8916204767196, 77.20693463592656, 960.0, 60.0
1670599153578, 1670599153608, 967.6504955548389, 84.73509379044881, 960.0, 60.0
1670599153629, 1670599153641, 983.1858830752168, 97.84790032602791, 960.0, 120.0
1670599153645, 1670599153768, 1006.9675115333462, 117.70649293892897, 1020.0, 120.0
1670599153776, 1670599153826, 1030.7491399914757, 137.56508555183004, 1020.0, 120.0
1670599153828, 1670599153852, 1054.530768449605, 157.4236781647311, 1080.0, 180.0
1670599153854, 1670599153880, 1078.3123969077344, 177.28227077763214, 1080.0, 180.0
1670599153893, 1670599153907, 1099.7315204616716, 194.62214495411945, 1080.0, 180.0
1670599153919, 1670599153950, 1091.5998887155843, 184.79520470054024, 1080.0, 180.0
1670599153959, 1670599153980, 1023.9708007163171, 126.28247787538663, 1020.0, 120.0
1670599153986, 1670599154057, 956.3417127170499, 67.76975105023304, 960.0, 60.0
1670599154105, 1670599154187, 888.20585841728, 8.629132771371731, 900.0, 0.0
1670599154193, 1670599154212, 820.0700041175102, -50.511485507489574, 840.0, -60.0
1670599154222, 1670599154240, 779.3671637694389, -84.48066253002699, 780.0, -60.0
1670599154247, 1670599154268, 738.6643234213676, -118.4498395525644, 720.0, -120.0
1670599154271, 1670599154290, 707.4819628141905, -144.42525082097205, 720.0, -120.0
1670599154292, 1670599154316, 670.4996621005279, -176.01501733524555, 660.0, -180.0
1670599154322, 1670599154334, 627.7408489446069, -213.18943123057585, 600.0, -240.0
1670599154336, 1670599154360, 577.0100777526488, -258.45037585763004, 600.0, -240.0
1670599154366, 1670599154405, 514.022433424318, -316.73001840992873, 540.0, -300.0
1670599154411, 1670599154437, 451.0347890959873, -375.00966096222743, 480.0, -360.0
1670599154443, 1670599154464, 389.27880532617746, -433.5369134845737, 360.0, -420.0
1670599154469, 1670599154492, 338.1159646085996, -482.53930390511545, 360.0, -480.0
1670599154498, 1670599154519, 316.50387919104645, -504.37487989559065, 300.0, -480.0
1670599154524, 1670599154564, 354.389250026673, -477.5246693144915, 360.0, -480.0
1670599154567, 1670599154598, 391.8872569714156, -449.236495952452, 420.0, -420.0
1670599154604, 1670599154622, 429.3852639161581, -420.9483225904125, 420.0, -420.0
1670599154628, 1670599154646, 453.91111444415134, -407.38915055385036, 480.0, -420.0
1670599154652, 1670599154674, 462.88644367025637, -403.0396124666697, 480.0, -420.0
1670599154680, 1670599154698, 458.88961647961196, -413.4190757049664, 480.0, -420.0
1670599154706, 1670599154739, 458.12080049827676, -420.8416784336904, 480.0, -420.0
1670599154743, 1670599154768, 463.12921101395597, -422.67998204913215, 480.0, -420.0
1670599154768, 1670599154799, 471.61385758880243, -421.15610523432093, 480.0, -420.0
1670599154818, 1670599154978, 482.63912782803027, -414.0838666134214, 480.0, -420.0
1670599155004, 1670599155059, 505.92127120363085, -393.99293006727737, 480.0, -420.0
1670599155067, 1670599155089, 529.2034145792313, -373.9019935211333, 540.0, -360.0
1670599155092, 1670599155118, 551.253897396311, -353.5634470049418, 540.0, -360.0
1670599155139, 1670599155173, 562.7112371611587, -342.74976259055467, 540.0, -360.0
1670599155183, 1670599155201, 572.9486401875861, -331.7300270847148, 600.0, -360.0
1670599155208, 1670599155229, 583.1860432140135, -320.71029157887483, 600.0, -300.0
1670599155235, 1670599155260, 593.8108101313248, -311.1285188539753, 600.0, -300.0
1670599155260, 1670599155287, 605.1957472947838, -300.317884692871, 600.0, -300.0
1670599155297, 1670599155320, 629.5528408749922, -274.7782492062894, 600.0, -300.0
1670599155337, 1670599155354, 640.5499092109411, -262.63730640527893, 660.0, -240.0
1670599155366, 1670599155390, 664.5191339636395, -235.76736227879115, 660.0, -240.0
1670599155395, 1670599155419, 671.0968880246966, -219.86517400994074, 660.0, -240.0
1670599155424, 1670599155443, 671.0802558170739, -209.62123066886429, 660.0, -180.0
1670599155449, 1670599155474, 670.1995710285668, -199.30978126919288, 660.0, -180.0
1670599155483, 1670599155501, 668.2782624592378, -190.3233506015552, 660.0, -180.0
1670599155510, 1670599155529, 666.3569538899087, -181.33691993391753, 660.0, -180.0
1670599155543, 1670599155558, 663.5238777064113, -174.40145250204114, 660.0, -180.0
1670599155569, 1670599155595, 660.690801522914, -167.46598507016472, 660.0, -180.0
1670599155603, 1670599155638, 657.0051940398713, -159.48711630757526, 660.0, -180.0
1670599155640, 1670599155670, 652.0000819236622, -154.18147449598004, 660.0, -180.0
1670599155678, 1670599155696, 646.9219261415517, -150.73966887949254, 660.0, -180.0
1670599155705, 1670599155729, 641.8340880470861, -148.2715742118082, 660.0, -120.0
1670599155737, 1670599155757, 636.8032394781379, -146.95839516583692, 660.0, -120.0
1670599155766, 1670599155784, 631.7723909091899, -145.64521611986567, 660.0, -120.0
1670599155790, 1670599155809, 627.1294111677518, -145.66234571380053, 600.0, -120.0
1670599155814, 1670599155833, 620.3797572894215, -147.61660293703846, 600.0, -120.0
1670599155838, 1670599155857, 615.1112844488407, -152.4417112511021, 600.0, -180.0
1670599155862, 1670599155899, 611.8540677202535, -153.43495400428256, 600.0, -180.0
1670599155907, 1670599155924, 605.9846675133834, -157.85788324631088, 600.0, -180.0
1670599155932, 1670599155967, 601.9645275456108, -162.6642140554221, 600.0, -180.0
1670599155972, 1670599155992, 600.599150059798, -163.93515886190468, 600.0, -180.0
1670599156000, 1670599156033, 601.3105619747834, -162.19120576453946, 600.0, -180.0
1670599156039, 1670599156060, 602.0219738897686, -160.44725266717427, 600.0, -180.0
1670599156067, 1670599156087, 602.4208953176694, -160.71063556860864, 600.0, -180.0
1670599156093, 1670599156105, 603.7189469899704, -159.84349716144223, 600.0, -180.0
1670599156118, 1670599156140, 605.1184699847096, -158.14595807217998, 600.0, -180.0
1670599156153, 1670599156167, 608.1838816518449, -154.14254831300693, 600.0, -180.0
1670599156177, 1670599156197, 608.775927187274, -151.54524408943314, 600.0, -180.0
1670599156201, 1670599156224, 609.367972722703, -148.94793986585938, 600.0, -120.0
1670599156231, 1670599156277, 607.515003777281, -149.40811537806127, 600.0, -120.0
1670599156279, 1670599156302, 611.3943089114517, -143.82818912678195, 600.0, -120.0
1670599156304, 1670599156324, 618.4354127493112, -135.36028219074205, 600.0, -120.0
1670599156336, 1670599156349, 624.2824202468422, -130.65029500109367, 600.0, -120.0
1670599156360, 1670599156371, 632.4758011386349, -124.96468529175218, 660.0, -120.0
1670599156373, 1670599156392, 637.0456390060561, -121.77827243498045, 660.0, -120.0
1670599156406, 1670599156462, 636.4258911055235, -125.28362693573443, 660.0, -120.0
1670599156465, 1670599156502, 632.9546118246981, -130.63842939985705, 660.0, -120.0
1670599156505, 1670599156531, 629.4833325438725, -135.99323186397964, 600.0, -120.0
1670599156535, 1670599156541, 627.1770750496765, -140.38409966001572, 600.0, -120.0
1670599156549, 1670599156571, 626.5111286826674, -143.43831290511113, 600.0, -120.0
1670599156583, 1670599156602, 629.3192016097972, -140.2729736600093, 600.0, -120.0
1670599156604, 1670599156617, 626.8481553944177, -142.50902022170226, 600.0, -120.0
1670599156628, 1670599156650, 626.0333155390792, -143.4129070622876, 600.0, -120.0
1670599156652, 1670599156672, 619.1292393744668, -150.94390810108155, 600.0, -180.0
1670599156681, 1670599156695, 614.6701776907056, -155.41742940409986, 600.0, -180.0
1670599156707, 1670599156722, 606.5855160642436, -163.99392484129635, 600.0, -180.0
1670599156731, 1670599156750, 603.2251667220953, -168.5467101104167, 600.0, -180.0
1670599156760, 1670599156777, 600.7685444660854, -173.08591377647113, 600.0, -180.0
1670599156790, 1670599156805, 600.667703106261, -174.5408475721968, 600.0, -180.0
1670599156818, 1670599156828, 600.5668617464368, -175.9957813679225, 600.0, -180.0
1670599156834, 1670599156852, 598.2986893821591, -178.35422619877292, 600.0, -180.0
1670599156864, 1670599156893, 603.8203313664227, -169.94706189493184, 600.0, -180.0
1670599156895, 1670599156923, 609.2693783868689, -160.51266647322853, 600.0, -180.0
1670599156934, 1670599156954, 614.718425407315, -151.07827105152523, 600.0, -180.0
1670599156960, 1670599156983, 617.6338629314099, -144.7680085495116, 600.0, -120.0
1670599156986, 1670599157006, 614.6322157530569, -145.6413951620337, 600.0, -120.0
1670599157009, 1670599157028, 611.1753654570331, -145.74730777358633, 600.0, -120.0
1670599157032, 1670599157052, 613.3902364775288, -140.0816465848431, 600.0, -120.0
1670599157062, 1670599157076, 621.6943438072984, -127.78887119789121, 600.0, -120.0
1670599157086, 1670599157101, 629.9984511370681, -115.49609581093934, 600.0, -120.0
1670599157114, 1670599157126, 638.3025584668377, -103.20332042398746, 660.0, -120.0
1670599157128, 1670599157154, 645.2831592828721, -92.40920828710863, 660.0, -120.0
1670599157157, 1670599157177, 651.3600330127683, -81.62867775329573, 660.0, -60.0
1670599157188, 1670599157202, 649.3632769764954, -78.45613822907288, 660.0, -60.0
1670599157211, 1670599157229, 647.3665209402225, -75.28359870485004, 660.0, -60.0
1670599157241, 1670599157256, 646.6084710056335, -70.66239092928438, 660.0, -60.0
1670599157265, 1670599157293, 644.9436344112065, -70.95708414735903, 660.0, -60.0
1670599157296, 1670599157322, 640.5718469695589, -74.24786101183831, 660.0, -60.0
1670599157344, 1670599157357, 636.2000595279113, -77.5386378763176, 660.0, -60.0
1670599157372, 1670599157386, 634.3907773402133, -78.75826572078135, 660.0, -60.0
1670599157400, 1670599157416, 635.0754979071803, -79.07792540342085, 660.0, -60.0
1670599157429, 1670599157444, 630.342970657324, -83.17781662038726, 660.0, -60.0
1670599157455, 1670599157474, 598.7613818010734, -108.51817478914126, 600.0, -120.0
1670599157481, 1670599157501, 567.1748220638767, -132.80940854706213, 540.0, -120.0
1670599157509, 1670599157525, 560.5195069852724, -137.34989685716369, 540.0, -120.0
1670599157535, 1670599157549, 553.8641919066681, -141.8903851672652, 540.0, -120.0
1670599157562, 1670599157584, 543.0163753750094, -149.0018701693181, 540.0, -120.0
1670599157588, 1670599157609, 532.1685588433506, -156.11335517137098, 540.0, -180.0
1670599157616, 1670599157644, 524.6922177874137, -159.67674155385563, 540.0, -180.0
1670599157654, 1670599157675, 517.2158767314767, -163.2401279363403, 540.0, -180.0
1670599157678, 1670599157689, 513.202983864303, -164.19229018014593, 540.0, -180.0
1670599157697, 1670599157720, 503.99357290208957, -170.10864726972068, 480.0, -180.0
1670599157727, 1670599157749, 498.4012303789144, -172.9948889389288, 480.0, -180.0
1670599157753, 1670599157771, 492.0643544281982, -175.95783711311844, 480.0, -180.0
1670599157776, 1670599157811, 493.95164023574335, -171.134835429163, 480.0, -180.0
1670599157822, 1670599157846, 495.04249338439297, -165.2842653536893, 480.0, -180.0
1670599157856, 1670599157874, 509.71417087420997, -148.86304703577335, 480.0, -120.0
1670599157884, 1670599157896, 545.5631886539018, -116.97293556636568, 540.0, -120.0
1670599157908, 1670599157919, 580.16189734905, -86.9694781198376, 600.0, -60.0
1670599157930, 1670599157964, 589.8293613856059, -76.71676612112886, 600.0, -60.0
1670599157978, 1670599157997, 600.7521053876513, -65.62652451037361, 600.0, -60.0
1670599158002, 1670599158019, 611.2112651066831, -55.3278627377166, 600.0, -60.0
1670599158022, 1670599158044, 621.8792252700083, -44.09070507906276, 600.0, -60.0
1670599158050, 1670599158069, 633.9897737251987, -31.083046747227876, 660.0, -60.0
1670599158074, 1670599158096, 646.3647325066229, -17.146714917041585, 660.0, 0.0
1670599158104, 1670599158124, 659.0520937758454, -2.277448090802608, 660.0, 0.0
1670599158130, 1670599158154, 671.7394550450678, 12.591818735436368, 660.0, 0.0
1670599158161, 1670599158211, 684.1542602767508, 26.912171559205678, 660.0, 0.0
1670599158217, 1670599158228, 697.313598935975, 41.30923088795654, 720.0, 60.0
1670599158230, 1670599158257, 702.7998201498767, 49.105404588451925, 720.0, 60.0
1670599158262, 1670599158280, 709.0031090197808, 56.97157387295518, 720.0, 60.0
1670599158285, 1670599158317, 705.957417108771, 55.468887452908646, 720.0, 60.0
1670599158326, 1670599158344, 702.9117251977611, 53.96620103286211, 720.0, 60.0
1670599158365, 1670599158387, 697.0279487748301, 50.57903119504993, 720.0, 60.0
1670599158401, 1670599158420, 678.4894496106702, 39.10865729041447, 660.0, 60.0
1670599158425, 1670599158444, 675.4437576996604, 37.60597087036793, 660.0, 60.0
1670599158446, 1670599158467, 669.5599812767294, 34.21880103255575, 660.0, 60.0
1670599158473, 1670599158504, 663.467404409505, 29.893135308746743, 660.0, 0.0
1670599158515, 1670599158567, 655.9322392504153, 23.796968911756696, 660.0, 0.0
1670599158572, 1670599158587, 648.1326637650918, 16.77212901641524, 660.0, 0.0
1670599158592, 1670599158620, 644.7764668520584, 11.646460287644857, 660.0, 0.0
1670599158639, 1670599158654, 641.4202699390252, 6.520791558874475, 660.0, 0.0
1670599158665, 1670599158679, 637.4991064355307, 0.8827739407495301, 660.0, 0.0
1670599158689, 1670599158705, 625.3256575897542, -11.473631219179508, 600.0, 0.0
1670599158718, 1670599158733, 612.5722686734405, -23.962116709324057, 600.0, 0.0
1670599158743, 1670599158758, 599.8188797571268, -36.450602199468605, 600.0, -60.0
1670599158765, 1670599158788, 592.2290109975222, -43.058896608461076, 600.0, -60.0
1670599158803, 1670599158824, 584.6391422379177, -49.66719101745354, 600.0, -60.0
1670599158832, 1670599158846, 586.6908991144642, -49.647386018564916, 600.0, -60.0
1670599158848, 1670599158873, 596.5338176174647, -45.33076189964118, 600.0, -60.0
1670599158879, 1670599158902, 589.6286489018257, -51.81935487735285, 600.0, -60.0
1670599158908, 1670599158933, 586.8168446635975, -55.585934825252394, 600.0, -60.0
1670599158945, 1670599158962, 584.0050404253693, -59.35251477315194, 600.0, -60.0
1670599158972, 1670599158985, 589.4454429673548, -56.41478350548806, 600.0, -60.0
1670599158985, 1670599159015, 594.8858455093404, -53.47705223782418, 600.0, -60.0
1670599159028, 1670599159044, 596.2811966974216, -53.27040561210409, 600.0, -60.0
1670599159052, 1670599159072, 597.6765478855027, -53.063758986384, 600.0, -60.0
1670599159078, 1670599159099, 599.071899073584, -52.85711236066391, 600.0, -60.0
1670599159105, 1670599159115, 608.7195356039473, -45.93207819313973, 600.0, -60.0
1670599159119, 1670599159143, 618.3671721343106, -39.00704402561554, 600.0, -60.0
1670599159149, 1670599159176, 628.014808664674, -32.08200985809136, 600.0, -60.0
1670599159181, 1670599159208, 637.6624451950373, -25.156975690567176, 660.0, 0.0
1670599159214, 1670599159255, 647.3100817254007, -18.231941523042995, 660.0, 0.0
1670599159265, 1670599159282, 651.3546776459646, -16.23598299338278, 660.0, 0.0
1670599159289, 1670599159332, 660.2683148839129, -11.503098830803756, 660.0, 0.0
1670599159337, 1670599159355, 669.2494267414348, -7.856271921804716, 660.0, 0.0
1670599159361, 1670599159380, 678.2305385989566, -4.209445012805674, 660.0, 0.0
1670599159385, 1670599159405, 686.3319859546211, 0.47897529935308397, 660.0, 0.0
1670599159409, 1670599159431, 686.3319859546211, 0.47897529935308397, 660.0, 0.0
1670599159436, 1670599159454, 686.3319859546211, 0.47897529935308397, 660.0, 0.0
1670599159460, 1670599159477, 689.7036160952488, 3.824423520436283, 660.0, 0.0
1670599159483, 1670599159492, 691.8884618843032, 6.330224888000408, 720.0, 0.0
1670599159498, 1670599159554, 686.945325410907, 2.510201288859612, 660.0, 0.0
1670599159559, 1670599159581, 686.1318925283811, 1.4118913954069734, 660.0, 0.0
1670599159592, 1670599159621, 685.318459645855, 0.3135815019543349, 660.0, 0.0
1670599159629, 1670599159648, 684.505026763329, -0.7847283914983038, 660.0, 0.0
1670599159654, 1670599159674, 683.691593880803, -1.8830382849509424, 660.0, 0.0
1670599159682, 1670599159703, 682.878160998277, -2.981348178403581, 660.0, 0.0
1670599159714, 1670599159729, 682.2222107431521, -2.0593804392885446, 660.0, 0.0
1670599159743, 1670599159757, 681.5607802854174, -0.0879533863041497, 660.0, 0.0
1670599159769, 1670599159787, 681.2044126244488, 4.933833143707626, 660.0, 0.0
1670599159795, 1670599159812, 680.8480449634801, 9.955619673719402, 660.0, 0.0
1670599159817, 1670599159838, 681.3713418043687, 13.93581280057146, 660.0, 0.0
1670599159839, 1670599159872, 681.7438792207081, 15.900115024018861, 660.0, 0.0
1670599159878, 1670599159896, 683.9980277188737, 19.239306247947187, 660.0, 0.0
1670599159901, 1670599159920, 683.2116786959775, 19.969191377373498, 660.0, 0.0
1670599159927, 1670599159951, 683.6121140246548, 21.538723360318883, 660.0, 0.0
1670599159957, 1670599159994, 691.7690497063805, 29.574241925635874, 720.0, 0.0
1670599159994, 1670599160023, 695.7962817972361, 34.88804678526471, 720.0, 60.0
1670599160025, 1670599160046, 700.3937422612968, 39.782586617671285, 720.0, 60.0
1670599160052, 1670599160071, 706.5451645855478, 45.45021741958386, 720.0, 60.0
1670599160074, 1670599160099, 711.8734778014921, 49.43997068089165, 720.0, 60.0
1670599160103, 1670599160125, 717.2017910174362, 53.42972394219944, 720.0, 60.0
1670599160132, 1670599160166, 722.4274010570384, 56.42218883073456, 720.0, 60.0
1670599160178, 1670599160200, 728.582877864554, 58.423863485299755, 720.0, 60.0
1670599160204, 1670599160222, 734.6727857475876, 59.961174799533225, 720.0, 60.0
1670599160238, 1670599160251, 740.7626936306211, 61.4984861137667, 720.0, 60.0
1670599160264, 1670599160276, 748.1003260723546, 64.5704243307179, 720.0, 60.0
1670599160279, 1670599160321, 755.2976810415454, 67.43826648667178, 780.0, 60.0
1670599160322, 1670599160345, 760.61342492891, 68.93121964214474, 780.0, 60.0
1670599160356, 1670599160372, 765.7086943854639, 69.66010705788366, 780.0, 60.0
1670599160378, 1670599160400, 770.8039638420178, 70.3889944736226, 780.0, 60.0
1670599160404, 1670599160425, 776.4283243504128, 72.31901339215476, 780.0, 60.0
1670599160433, 1670599160450, 782.0526848588078, 74.24903231068691, 780.0, 60.0
1670599160460, 1670599160475, 787.989049136382, 77.6770221771929, 780.0, 60.0
1670599160491, 1670599160501, 793.0602061789854, 81.22777100790249, 780.0, 60.0
1670599160515, 1670599160534, 798.8024855889906, 87.53326101144876, 780.0, 60.0
1670599160539, 1670599160558, 804.5447649989959, 93.83875101499501, 780.0, 120.0
1670599160563, 1670599160584, 811.2746477250807, 101.5741511016382, 840.0, 120.0
1670599160590, 1670599160612, 816.8511346391178, 111.8776173110334, 840.0, 120.0
1670599160618, 1670599160640, 822.1206530612976, 120.68114463731294, 840.0, 120.0
1670599160648, 1670599160666, 827.3901714834774, 129.48467196359246, 840.0, 120.0
1670599160671, 1670599160689, 831.4119653469572, 136.7535723871543, 840.0, 120.0
1670599160696, 1670599160735, 835.5740366829798, 144.2265688717134, 840.0, 120.0
1670599160744, 1670599160763, 840.2304640525584, 151.7630874283643, 840.0, 180.0
1670599160769, 1670599160792, 844.0655035271978, 159.22650807748803, 840.0, 180.0
1670599160797, 1670599160833, 847.6128299311586, 168.19001403762212, 840.0, 180.0
1670599160835, 1670599160863, 850.0025471926803, 175.8122268792963, 840.0, 180.0
1670599160870, 1670599160889, 852.3922644542018, 183.4344397209705, 840.0, 180.0
1670599160894, 1670599160918, 853.8976622800129, 190.99217264049005, 840.0, 180.0
1670599160921, 1670599160948, 854.305820090883, 198.08798455200517, 840.0, 180.0
1670599160956, 1670599160976, 855.5485764750903, 205.18186685821144, 840.0, 180.0
1670599160986, 1670599161019, 856.7913328592975, 212.27574916441768, 840.0, 240.0
1670599161021, 1670599161044, 857.0464859274251, 217.93972138752702, 840.0, 240.0
1670599161046, 1670599161067, 855.8291028707895, 221.80872704971534, 840.0, 240.0
1670599161071, 1670599161111, 854.8214918646944, 226.66985826087475, 840.0, 240.0
1670599161112, 1670599161134, 855.7659091922609, 233.27114005013718, 840.0, 240.0
1670599161147, 1670599161175, 856.7103265198273, 239.87242183939958, 840.0, 240.0
